0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
0.000000, 0.500000, 1.000000
-0.001928, 0.503566, 1.016667
-0.003697, 0.506939, 1.032437
-0.005486, 0.510459, 1.048898
-0.007330, 0.514089, 1.065877
-0.008913, 0.517309, 1.080941
-0.010643, 0.520825, 1.097394
-0.012354, 0.524306, 1.113678
-0.014027, 0.527708, 1.129596
-0.015749, 0.531209, 1.145977
-0.017438, 0.534644, 1.162051
-0.019133, 0.538091, 1.178178
-0.020840, 0.541562, 1.194417
-0.022590, 0.545121, 1.211069
-0.024206, 0.548635, 1.226973
-0.025855, 0.552404, 1.243212
-0.027491, 0.556320, 1.259317
-0.029127, 0.560476, 1.275422
-0.030728, 0.564841, 1.291185
-0.032446, 0.569845, 1.308100
-0.034005, 0.574737, 1.323445
-0.035539, 0.580202, 1.338546
-0.053941, 0.586535, 1.352431
-0.070645, 0.586535, 1.350735
-0.087036, 0.586535, 1.349185
-0.103617, 0.586535, 1.347793
-0.120190, 0.586535, 1.346634
-0.137180, 0.586535, 1.345803
-0.153622, 0.586535, 1.345459
-0.171465, 0.586535, 1.345397
-0.190519, 0.586535, 1.345596
-0.203531, 0.586535, 1.345869
-0.220373, 0.586535, 1.346398
-0.236501, 0.586535, 1.347017
-0.254057, 0.586535, 1.347815
-0.269974, 0.586535, 1.348537
-0.286362, 0.586535, 1.349339
-0.303613, 0.572916, 1.340349
-0.320771, 0.559370, 1.331407
-0.338189, 0.545620, 1.322330
-0.355181, 0.532205, 1.313474
-0.372376, 0.518631, 1.304513
-0.389424, 0.505172, 1.295629
-0.406831, 0.491430, 1.286558
-0.423912, 0.477946, 1.277656
-0.424396, 0.464328, 1.267774
-0.424767, 0.451280, 1.258091
-0.425020, 0.437841, 1.247745
-0.425128, 0.424826, 1.237503
-0.424938, 0.411609, 1.226648
-0.424503, 0.399484, 1.216264
-0.423660, 0.387110, 1.205311
-0.422404, 0.375027, 1.194114
-0.420650, 0.363046, 1.182513
-0.418335, 0.351034, 1.170380
-0.415337, 0.339876, 1.158355
-0.411738, 0.328684, 1.145803
-0.407878, 0.318533, 1.134063
-0.403355, 0.308300, 1.121771
-0.398302, 0.298378, 1.109510
-0.392773, 0.288575, 1.097093
-0.386800, 0.279038, 1.084738
-0.380508, 0.269481, 1.072280
-0.374255, 0.260248, 1.060218
-0.367554, 0.250557, 1.047508
-0.361285, 0.241549, 1.035717
-0.354842, 0.232293, 1.023600
-0.348315, 0.222915, 1.011324
-0.341902, 0.213701, 0.999263
-0.335225, 0.204108, 0.986706
-0.328647, 0.194585, 0.974334
-0.322575, 0.185730, 0.962915
-0.316048, 0.176068, 0.950640
-0.309621, 0.166338, 0.938551
-0.303303, 0.156489, 0.926669
-0.296994, 0.146362, 0.914803
-0.290964, 0.136399, 0.903462
-0.284785, 0.125893, 0.891842
-0.278710, 0.115264, 0.880417
-0.272817, 0.104505, 0.869334
-0.266879, 0.093354, 0.858166
-0.261002, 0.082004, 0.847114
-0.255297, 0.070592, 0.836384
-0.249149, 0.058122, 0.824821
-0.244039, 0.047678, 0.815291
-0.238376, 0.035937, 0.804818
-0.232765, 0.024208, 0.794611
-0.227198, 0.012473, 0.784649
-0.221637, 0.000578, 0.774780
-0.215916, -0.011767, 0.764791
-0.210329, -0.023930, 0.755192
-0.204440, -0.036870, 0.745233
-0.198772, -0.049424, 0.735726
-0.193135, -0.062015, 0.726344
-0.187444, -0.074671, 0.717020
-0.181547, -0.087969, 0.707360
-0.176176, -0.100013, 0.698630
-0.170577, -0.112569, 0.689528
-0.164984, -0.125199, 0.680438
-0.159204, -0.138178, 0.671116
-0.153621, -0.150715, 0.662111
-0.148007, -0.163324, 0.653056
-0.142301, -0.176136, 0.643854
-0.136620, -0.188895, 0.634690
-0.130964, -0.201594, 0.625569
-0.125299, -0.214317, 0.616432
-0.119618, -0.227074, 0.607270
-0.113910, -0.239891, 0.598064
-0.108099, -0.252942, 0.588691
-0.102419, -0.265518, 0.579530
-0.096526, -0.277936, 0.570027
-0.090479, -0.289737, 0.560274
-0.084021, -0.301007, 0.549857
-0.077266, -0.311049, 0.538704
-0.070138, -0.320041, 0.526457
-0.062931, -0.327533, 0.513346
-0.055946, -0.333133, 0.499638
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.048925, -0.337093, 0.484852
-0.051820, -0.347591, 0.497393
